time,Comp_0,Comp_1,Comp_2,Comp_3,Comp_4,Comp_5,Comp_6,Comp_7,Comp_8,Comp_9
10,-0.6241039639737791,-0.3966643428753,-0.05069501607445895,-0.4604551693134425,-0.2568780835198199,-0.4565762333386371,-0.005904079310936561,1.662967664112255,0.2920331837439498,-0.1099359730388809
11,0.374079208659414,-0.0773074045711375,-0.7328105548944924,1.490204879676642,-0.07721875686299093,-0.6384175166511565,0.1932663550772717,-1.111181964018651,-0.7871576566196428,-0.291695177174376
12,-0.96646868602748,-0.9484895636686685,-1.81244438749436,1.232573863373075,-1.339377893485075,0.05677794810703844,-0.02231659186382572,0.6672007262088632,0.9363200047241819,-0.2283773146072053
13,0.3400608848535132,0.5143850607967323,0.8037083555684368,-0.2018252942768641,-0.2796186219709598,1.459107682177328,-0.04974982878086989,0.8169604378459976,-1.06274021349778,-0.2936846633493748
14,-0.5073061432114103,0.5691965274695359,0.2171387419401142,-0.8763683258801442,-2.08274949690752,-0.5982665250668462,0.3687482176113186,-1.976244130450589,-0.9306812053847064,0.02112725326274925
15,-0.1516671221071212,0.1266161623845938,0.02115072685638991,-1.244835882151103,-1.661576525160636,-1.139927781409172,0.8141913591187113,-0.8132253118205832,0.2137400758633307,-0.681121940840741
16,0.7784156375930963,0.09484415656232026,-1.343503112760478,0.6044815575209864,-1.555369923672006,-0.6660181171811159,1.072796634494873,1.093146030121922,1.306487233792917,-0.4170577096723116
17,0.001071326772334527,1.185425092412716,1.193529029828937,0.0653358568124924,0.9275394639993322,0.2123338841185831,1.161983206128266,-0.9621606905386717,-0.3722636837466596,0.9479392625336847
18,1.130226472118566,-0.5405771806794208,0.01174971136120473,1.125416713257235,0.3951086574311288,0.854831572492687,1.080282540448715,1.342544033971378,0.7141803028421854,0.1491052335505397
19,0.7576617921772594,0.1113495095559829,-0.1719012888776488,1.822518128718452,-0.9505042652911274,0.6418111237375745,1.727463450955659,0.04484168816107181,-0.8947558933327445,0.3659768762476397
20,-1.473132347863874,-0.5727094202007754,-0.8370966095516583,-0.597973476189497,0.4111857095396871,0.680499273370815,0.3685918877782599,-0.03054498887074358,-0.7248553780880423,-0.6932605176073557
21,-0.7985959461423259,0.634617716738267,-1.506871934385747,-1.061425944320338,0.7136082341793467,0.6980691207757118,0.1831213029437895,-0.02172205913816111,0.8284432040626774,-0.433067371036166
22,-1.339483566632264,-1.556711009121033,0.8358389718629666,0.064010110110214,0.3167503674020122,-0.3131449874944225,1.705098942886554,0.1840193877092786,0.2025723470898221,-1.076086527508431
23,1.743505655181104,0.119648880682612,1.171393868675095,1.057923662318834,-0.008852129637073158,1.784628120149962,-2.038659106922585,-0.6223945745983988,1.072699777269618,1.625662719846458
24,-0.04065844016053371,0.3118460498452861,-0.08876742089333456,-0.7087131316392785,0.2296443949248211,-0.2401597167376838,-0.1274620907261275,-0.1646805263327037,0.912702103738409,1.14402284232377
25,1.329329409332118,-0.8533276690202155,-0.6388416168862758,-0.06763417003379898,0.62586326547299,-0.007861499968468688,0.9066626222788039,0.2011447701429732,-1.766973715535095,0.3810332335817537
26,-1.459594653634926,-0.6541848549785929,-0.4548681645087463,0.9428020997354525,-0.5286294993314644,0.8834288282168139,0.6309775329760072,-0.01172415765733306,-1.10999630124581,1.567649347030524
27,-0.4824780475984489,-0.0119601228619436,-0.3039552999880679,-1.330565578751926,-0.000369769353367716,0.4288767144305844,2.028257951908877,0.2551171420759452,0.1953173333026193,0.5919655331468723
28,0.5603512728364051,0.684029782976808,-1.039935098320052,0.1082070485749067,-0.285801756261518,-1.872724715794564,0.00594125408876206,-0.6549969558954797,-1.437719305328821,-0.2176279154954304
29,0.1425905041933283,-0.8271245622176621,-0.2346333517030912,-0.432911654227047,-1.291561861470008,0.003679484889463286,-0.3454832612585756,0.5050101884786216,-0.844273213431282,0.2971865543253178
30,0.3918703461759735,-0.7211775203745422,0.08806402627266682,0.06490770470224896,0.6988369764406479,0.6551542367943958,-0.3000853654141498,0.0667629723159063,1.107156355453535,1.05421151630852
31,-0.9446442500461872,0.9588725538206936,0.8729281351074201,0.6262297694553689,1.704219828983627,-1.016373886635228,0.3128568672774165,-1.20615770435072,-0.3748503643002897,-0.6458506030179562
32,0.9116749272147472,-0.4081481870242644,-0.1783725358774267,-0.01312106077792335,-0.8888035640813484,0.4107863690147929,1.107550209672661,-0.614865080661979,0.3784709958084315,-1.128022096901645
33,0.785411716259482,-0.4582323922223314,-1.097282527465898,-0.644379082035833,0.9339430275626901,0.4759219916644132,1.471111646762044,-0.5526047765932336,0.1412642235317798,0.4886621729576007
34,0.7380473606260448,0.9996947940063987,0.6995852467918076,0.01575004564608307,-0.2568480675764145,1.363883343313965,0.3719352187659289,-0.3099555181436833,-0.1272020472028274,-0.05273283060612405
35,-0.3694422662230986,-0.2115116391434499,-0.02569849069345528,1.320320342901921,0.2852762107039993,-0.3744990992285652,0.3814527479845812,-0.2021381457187973,-1.152321459518079,-1.628875135324434
36,0.2918358494928356,0.8547329756790985,1.129123502595172,0.2959420625473581,1.239205566439901,0.8295104798794753,-0.456485515954212,0.5235732967615021,0.2194374326595812,-0.9615509301203754
37,-0.1009278273525006,-0.3987121457414782,1.275830397477498,0.8045194579101705,-0.2840870324713972,0.2599507537629568,-0.2735082822421445,-0.3691696438057546,1.295948587097382,-0.1168753236405445
38,-1.471755769459976,-0.2790384508897629,1.020200648384074,0.0488734467166678,-0.1631119329432649,1.261477441812064,0.6856429693199717,0.02868350677658524,-0.67258478524237,-0.1128117976314444
39,-0.2778324134077232,0.5184832002804522,-0.6867644803291566,0.4097987225630031,-1.678696529236994,1.991345818220127,1.044274978954808,-0.1885640777498011,-0.182615448647445,-0.1751188525238943
40,-0.009329256052968415,-0.06495363441394897,1.707939121195098,-0.2008618094248051,-0.415308412631933,1.346719413767094,-0.441771881850799,-0.5071868609203001,-1.099775980156542,1.720212134713409
41,0.7691999586506522,0.5241214084134731,0.2000327546671216,-0.6947305666633925,-1.605739106850009,0.3036936932371356,0.1136438324556371,-0.3565733537832801,-0.6184614022494817,-0.2468214546103189
42,-1.989542868455564,-0.2544398000290058,1.099102609930704,0.4089564580742356,0.141340781295797,1.654801482245242,-0.3964641594675683,0.4898776640349294,0.07070361296504662,0.02049867702468192
43,0.05607117317669483,1.453264755212957,-0.5341843809724738,0.7698105184493789,0.5332213572541958,0.350693743427321,0.5590086377345392,-0.01224364435419772,0.462883966412784,-1.432802311806663
44,-1.094037284186809,1.085440037580044,-0.4084602357899362,-0.9010078943395485,-0.3468907549588787,-0.8959394165203282,-0.4803956635873994,0.2694794434186092,0.2751761542643147,-0.1944912763544556
45,0.2755430061506405,-1.042312677552795,0.2393862145318716,-0.4405915167447791,0.2488739061996372,-0.01125431316705695,-1.520999619173435,1.038161567520427,-1.605076716203586,0.2875234869316163
46,0.3867424636688006,0.5051133642053638,0.2088205068981077,-0.04326272337776935,-0.1732659449934019,0.6966561682429573,0.8902709880965576,0.4352680625494172,-0.2782294521008384,-1.012889165577996
47,0.0636864472348502,-0.51996091994183,1.137011823714339,1.429021952925122,0.7255985616385527,0.7939255934350549,-0.1096246349463879,-1.403388824569255,-0.6406626192966951,-0.6140312987705616
48,0.7799843493651817,0.2873554005504987,-0.05155360532244929,0.5846582136509217,0.2377193976164733,-0.7660620623298138,-0.02540512319412994,0.3506280224088372,-0.1130727711373207,0.5254847565858105
49,-0.883363177693049,0.1679461730349192,1.044941661834996,-0.946019794305999,-1.475281015056137,-0.761576159581028,0.4617200029401817,-0.381239475752149,0.02429652119683412,-0.3238113418628191
50,0.8551014767096743,-0.8753844971896761,0.5547127221904367,-0.105461116787287,0.7209097709585701,-0.3041227604835648,0.2511920310064096,1.417167204487644,0.8220066294405038,-0.1131083007236656
51,-0.6599847022030572,0.7532660255765158,-0.2642353841334628,-0.290224613848091,-0.4051558449142668,0.3341132815172083,0.2713757177541671,0.2258939168435967,0.1426680201070768,0.3391004059194399
52,-1.470941913824039,-0.0635806385768625,0.2975183005537283,-1.164838638235267,-1.242526570398846,0.3038270464718131,-1.530009525629079,-0.7041736314101594,0.9080425848775454,1.40327474400453
53,-0.05296973003212413,-0.06279938217034375,-0.213664991098716,0.08111351285194092,-0.1862001315074793,0.2779911456515715,0.609994255996917,0.6181565899206747,-0.3946612051740208,-0.01248111449499067
54,-1.702785836334587,-0.3771476775854741,1.853504821813979,-0.2586897698756961,-1.54831553702775,-0.6942028050047163,-1.553904898471506,0.04597290418308741,-1.160321064528056,1.388698644911356
55,0.1417816174940166,0.05026407951004335,-2.193023353162503,-0.3508635151966722,-1.06146894529418,1.327996858112497,0.5540946187218609,-1.435923347278791,1.102636616353426,-1.62857642533942
56,-0.03044290235907532,0.5032974657165334,0.7153120153011366,-0.1489476422003437,0.2913171397974163,-0.6806889977693267,1.071662477393569,0.8674060767072762,0.5237216420256103,0.2956477386506935
57,0.8522183461824769,-0.2347118200049646,-1.546407918339989,1.042383647760691,0.04663815815410155,0.9071414049646573,-1.229547305098525,-0.4591631221720144,-0.729348604805469,-0.4020025565945365
58,0.6443586812901607,-2.140796343736402,-0.05530604968989067,-0.1657431799958481,0.3703703802886988,0.7162779396448566,0.3879657053498036,1.261713947103771,0.4754776156927939,-0.3007478743701537
59,-1.069112862101063,0.05799678064333255,-0.02400226392765124,0.08422105268955724,0.04705210186014371,1.068750050746728,0.8902275113408918,-0.0550604196657025,0.7126918614088907,0.5709382680948285
60,-0.8263844743716305,-1.308860130765144,1.050432365653625,-0.2026862512987057,-0.7099665802549318,-0.5112211158156559,-0.5148773777745488,0.9957603055910529,-0.06032183107124875,-0.3273710137854984
61,0.4051609746731394,-0.1789326142734883,-0.56509233141574,-0.4153840420480966,-0.05493787332268004,-0.1254939202255912,0.5275385308126705,0.3285479581704245,-0.5945997041754583,-1.631333229668802
62,0.8236077380513958,-0.9777068755923453,1.192354062592791,0.209548315957527,-0.2038214274949401,0.1899785758882029,-2.082380168117177,0.9252432255001124,-0.2070657138211724,-1.124750868537098
63,1.097340051493896,-1.013858788479183,-0.8237139925954462,0.1716197964626025,-1.181285958875756,-0.261778888896821,0.9978962141791201,-0.274116272801873,0.3518365178642325,0.6969608862695464
64,1.1959225661768,1.212412595491344,1.301650916936414,0.2881203594518938,-0.3936168548759496,0.4045219007285998,0.2483105288870618,0.5067200823697172,0.3834255022170709,-1.08546718760673
65,-0.02089090039932652,-0.2053463969565143,-0.3287491657237803,-0.636659325878139,0.7623601727342176,1.313998752655964,-0.1555363135098279,-1.330260639410656,1.020535234027329,0.6497841327436206
66,0.795968935844936,0.1885147101864667,0.564592053436896,0.340944832241888,1.776479759687956,-0.5316226396903775,1.293077600367585,0.404214915743967,0.2851162681223763,0.605663228372926
67,0.9009321823949309,0.2479606183027668,-0.4071615512484296,0.4701988795197798,0.3829614145348446,-0.6638279873289784,1.245373119819075,-1.325683854304952,-0.90906709946052,-0.2742862462207473
68,-0.3024425280510389,-0.3562681769602418,0.966095020790203,-0.2036490636063124,1.175162450291651,-0.6723920134672852,0.3287769145809173,-0.9741774711847596,2.001847705153745,-0.1249750970608984
69,0.294651336430887,1.673915260580716,0.8610622614657861,0.1202959169597946,0.05918127498675471,-0.08466422283005005,1.277841493317904,-0.7217730257169117,0.130460946468977,0.4026768030228547
70,-0.4743171925324317,-0.431228377369526,0.1419888076789095,-0.0791829682076263,1.181088298973321,-0.3212335839718071,-1.455439170810294,0.3155241799643388,0.4545976375229192,-1.154801347673863
71,-0.2843847489714286,0.4484740721873215,-0.765120965068506,0.4902898471880468,1.799964494863777,0.7742254101534778,0.6891328128681655,0.0384856347958827,0.5738524402216174,0.1902066177990936
72,0.1742379682225191,0.9122829386953653,-0.4364876208303178,0.5824506056049248,-1.251245724835074,0.1625083559309765,0.02992679131045856,0.1606714810769531,0.2847894244425877,-0.7760723616711362
73,-0.5471847114123507,1.28465263014485,-0.8200111707455779,-0.136470438140054,0.1800446953655886,0.2451566710347644,-0.6277252341137314,-0.1368201297228841,-0.1793449349352118,0.1337658704616168
74,-0.1848952462668252,-0.6737673765771378,-1.878676777484757,-0.8092307105247031,-0.01101831678099195,0.2385959683585748,-1.6231076159413,0.7844139310585635,-2.323215030737362,0.4370189609076554
75,-1.052221972247857,-0.5586288836930662,0.7847964008578867,-1.199230343562051,-0.5635411330894297,-0.02793483165750113,0.2651715585799802,-0.2210245143636218,-1.074835073260407,-0.09150139037229849
76,-0.2703842590505917,0.9012847509301238,-0.3806475703788455,0.6957603808843992,0.2751436812164214,0.4442616998613855,0.581843293428535,0.08068091369641495,0.1449066214291477,0.3684929818397831
77,0.4702689274583734,0.7596065358078371,-0.1592384788681538,0.7277570509425372,0.1444567474791856,0.01369798685948787,1.185174893360282,-0.3446458616967877,-2.063621897839832,-0.4484551755089456
78,-0.5028350422221807,0.8283165352780228,1.165057573483704,0.4876675342132772,-0.6201833495703787,1.285270503603254,0.9093681368512815,0.8877032216762535,0.02547050091148004,-0.08156825671320558
79,-0.05659691708122828,-1.158993953953693,-0.4448212010150525,0.5849325031841804,-0.08531440313554367,1.969265558269075,-0.6813980687526546,0.9154811103363648,0.4649540895855001,-0.2544109696058752
80,0.1866913246257322,1.313617052867936,-0.597159498820024,-0.05402753717199006,1.038892913223433,0.6402020295423766,1.107781661978425,0.04570608727359752,0.7418401434114673,-0.1675342599808725
81,0.535755911396872,-0.4353980366880398,-0.006068498472183548,-0.3261731362726361,0.3197584754459447,0.3561209289070529,1.290806001069279,-0.2937080258045808,0.6522521959115692,-0.4667849336217066
82,-0.06829634253573075,0.1924019130219587,-0.8675677109930752,-0.7457583973299887,0.5401313291133479,0.5382333779622369,-0.1694196096937223,-1.254213536465203,0.8052810918021331,-0.3068905090315121
83,0.9158700078737205,-0.07140136769394057,0.3226615498098408,-0.824303062888924,-0.1744655458437973,-0.8336495343274396,0.06991954534885067,-0.6477002101290907,1.331666040972978,-0.8429867416257252
84,-1.474955769129068,-0.4970069492059896,-0.09315034257886973,1.175506270872731,0.5674305281537584,0.3498636940047984,-0.5415440456071671,-1.527892729188139,1.082673668359813,-1.149544409427198
85,2.376535271827444,-1.103695616643578,-0.3794841343818249,-0.3681828905100941,-0.941038630293319,-0.558726691465662,1.211042026615891,-0.7021810219771708,0.1837981132147692,-0.534240334339383
86,-0.7433002931967001,-1.441471775273005,-0.5215158195829285,0.7974939734020228,-0.4461696815025206,0.3615882518255774,-1.255822998741835,0.2391827959495273,-0.1540891657848885,0.4543744370582446
87,0.4236808440993584,0.196183550259276,0.0159916303424872,-0.04853983888842441,0.01883393856335383,-0.4801186209656216,0.528945363307112,0.06064886493687859,0.1926791250582492,0.2882216182606402
88,-0.7892688555685621,-1.258749799590648,0.02829037301199757,-0.5794874939978223,-1.059563263905113,-0.3143164836910001,-0.5159578778964536,1.820119060159899,-0.2588930487436584,-1.043777090801687
89,0.4602406689875272,-0.9622263346894208,-0.4711539293459317,-0.930665696660029,-0.719347233733732,-1.552750583038356,-0.941456114265123,-0.3520192304602227,0.8388907271765862,-0.3799829413242235
90,0.4123153650968756,0.01663134046235745,-0.09595270585518406,-0.279463442569267,0.4415494578800467,-0.747536508937201,-1.308722581428193,-0.1682453497426207,0.6487402096617233,0.7450315161123956
91,-0.5643637304999146,-2.154839700831763,-0.1090111620793222,1.090798125701189,0.06007263240658287,0.2401061417249943,-0.2161178030006375,0.8064227789991966,-0.3486540641812243,-0.4025859964535234
92,0.4601934691937301,0.2249073625006806,-0.5442109155661516,-1.265644470958371,0.2468159325916466,-1.093353269789265,-1.409944498812845,-1.939825437730964,0.6609938197551558,-1.532489361637645
93,-0.07934101209822209,-1.876082842102132,0.07668846508332604,1.745225148767035,-0.4285811229648162,0.902846878611776,0.09696325420235818,-1.133586086480275,-0.1816753916443739,1.857930528714789
94,0.3784452827085594,-0.1212253808032623,-0.6006641103354551,-0.7318134097127591,-0.01324568693285075,-0.8224387384676938,1.356142390983456,0.471745621267329,-0.8159447845956661,-0.1928945322594042
95,-0.7770983726273203,-0.03135514719505982,0.7603037988307011,0.5565894480505051,-0.5808644571775541,0.3192330725581254,0.1162353326806194,-0.199709890845988,-0.05196456579112741,-0.9742336484697048
96,0.04323034052276237,0.4983898251254736,0.1454029909076401,-0.04826058642396443,0.6328432882674875,-0.5415600541973805,1.665764850807745,-0.0700563785379386,-0.5913663379573515,0.204951269636181
97,1.577816677493024,-0.05825377816457469,-0.4279865385125616,-0.2813568022736082,0.9276877565675382,0.283466683774161,-0.8107277390351826,-0.7746300625201176,0.7240554537771433,-0.09339180210284811
98,0.8026132478055172,1.646567195580804,0.3077481984170412,-0.9848957971858955,0.4189006863164554,-1.195589038761899,-0.9925118154852649,0.2240569633803276,-0.6441049225297669,-1.200941659417281
99,-0.05725063561851884,-0.1302937347245597,-0.3628421190343319,-0.3820616261803508,0.5456081810419059,-0.6658936204830069,-1.124959710561983,-0.9497658436965054,-0.3956429425480223,-0.2286521513368283
100,-0.5005951833579261,0.7014313981248388,-1.528519604857024,-1.068087318362893,-0.1154586309597998,-0.8184291495002776,-0.1935389522743327,-0.08326385831230325,0.6103074722863837,0.6455298878464277
101,0.2645926394989011,-0.3681764362973363,0.4833559629761951,-1.134667869015058,0.8550688787950348,0.9171798710460781,2.388952760978337,-0.7161930386836943,-0.3591677560693807,0.02426564480669852
102,0.1552701714611595,0.09382282427482816,-0.8183875825840958,0.09289632189721327,0.05755157341322226,0.3670273508866174,-1.332474391517899,-0.1487002105827914,0.3261322059789686,-1.650941458450106
103,0.1083570546372626,0.9870303827246079,0.4965165332865125,-0.7593641787671377,-1.070968146567148,-1.237086536990919,0.2447048012314062,1.368869459098144,-1.029757980102096,0.02251159517290946
104,-1.022208181707481,-0.3510358749170614,-0.3542794862801064,1.186599037734636,0.0364973357935364,-0.3234243644620531,-0.7208520439977755,-0.5008284069553678,0.03462672659239593,0.3214402610331744
105,0.3858384418434134,0.004899884445706132,0.4751683110023726,0.6511294451637792,-0.9451252819428861,-0.7667422010887466,-0.3279303677512492,-0.2542944774639021,0.3049095521755391,-0.6180175883728081
106,-0.8563223262532722,0.8000349116924302,-0.4888226901756357,1.373297897451866,1.886655313637579,0.7755579074772841,-0.9910637766306198,-0.146666245592816,-0.01836827296272551,-0.4478971286889297
107,1.240009289743295,-0.6586750082355095,-0.008947978369690128,-0.609597715688521,-0.3321619191024695,0.9523279260409491,0.6384192671494299,0.07473373459338567,-0.03807036209954569,1.741393648123916
108,-0.7161800032989745,-1.828125612020826,0.8693174550400294,0.0100328467395582,0.4171529389937262,-1.252193462574122,-0.1340174517295692,0.2756442383819313,0.2563113118829521,-0.6254487844391537
109,0.2378932514056509,0.2050495186346055,-0.2146226414671477,-2.095946172080132,-0.009339979955765267,0.661952975169895,0.870553436220043,0.2063807962059283,-0.2238162720348653,-0.8969141774026909
110,0.8757771735374434,0.8625984504014312,-0.4009905640736149,-0.1537787896343501,-0.9152276243136956,-0.5869737404911385,0.2118592701410777,0.295115788333033,0.7833060197787313,0.0917543821358379
111,-0.2407583314823933,-1.120010908624411,0.4851781943145979,0.0399443817089112,-1.557672720762491,-0.2411877148862889,-1.584153478452334,-0.1835210042299154,1.058058541162839,0.4210195639054858
112,0.1862736341378769,0.449969536679861,0.4223228962587586,0.03703208101940723,0.5130047829172949,-0.06040299789324431,0.7910278556381614,-0.005974603136378903,-0.8268341085529072,0.339740601826243
113,1.084920506301059,0.4783483768206475,-0.5022240397828376,-0.09711946148432071,1.176248008365865,1.390060197793396,-1.673625238898727,-0.2343890764010223,1.350422926515179,-2.037678936495539
114,0.5024955349426095,-1.767823862664247,-1.537395671706213,0.104247202029331,-0.5368698211402902,-0.7521066369967118,-1.444949001705133,-1.398913820513699,-0.191817062970752,-0.4776120600831812
115,0.2833334812477963,-0.7501379284171038,-0.4891254044903707,-2.171701129822416,-1.326461038139358,0.6666927556229558,-0.734869166596995,2.103384985389812,1.594368937284194,0.921203413611306
116,-1.232733790050409,-0.2015684987793693,0.6569821431550982,0.3200719946715432,-0.1450356601313394,-0.8221090007297337,-0.6079899077559089,0.6976327254437342,-0.1168391428851296,0.3764460980793253
117,-0.919446688816332,-0.3161680868123434,-0.7924962381631331,0.2142830269198775,-0.9221625228151407,-1.164943754496741,0.9443482056810324,-0.9559242508517947,0.3934339734894225,-1.161102015829295
118,0.7212356862264679,-0.7108078277079288,-0.1250506855064981,0.9541199062095391,-0.6365529597832162,-0.09352965715821762,-0.2532255252938327,0.06774790761317845,0.4453080733299845,0.8776270304234224
119,0.5719313726564932,-0.5216311144823583,-0.4100168219896879,0.4109615758049319,0.6042700881636157,0.1333547211751655,1.113879361963118,-0.9609414496807771,-0.1938781021952947,0.8878893036683296
120,0.4568988425256053,1.21691213644322,-1.666007906523294,-0.2248638298730447,-0.1606446144247247,-2.386128831277857,-0.5746081593712165,-0.5156354158326182,-0.06217226595893185,-0.3575554629207516
121,0.7159199036118195,0.121555052352775,-0.3327825837920405,1.091555895624679,-0.4560036892657123,1.1352793893403,0.4617194530484099,-0.9779884750607348,1.359522802925351,0.9111761072888113
122,1.242586018582027,-0.3452541322380634,0.749286412433498,-1.675086583797855,0.6815814248906842,-1.500510503662953,0.5900146450914933,0.1698329193693859,-0.04696516392787695,1.810585461448144
123,-0.0002710769403127811,0.1759132814937454,-1.687353121028864,-0.2031099614779296,0.7423467390844184,0.09209891413314421,0.7657011966854249,-1.05623531788026,-0.1251879899798849,-0.6346552931725475
124,-0.03569615574802457,0.2975765436694495,0.06963775760099514,-0.7447441068264345,-0.4017421116151656,0.929996238504779,-0.5040370623121356,0.1786421926708265,-1.054869883728358,0.3122608229828779
125,-0.8114052242155815,0.05283534365665209,-0.9373211428318449,-0.01608319757736312,0.1218674590221338,1.778881415638629,-0.2907496687402294,0.5573111070179494,1.265576018371631,1.600290063158092
126,-1.0964329390796,-0.2385969449928776,0.4127387832488547,-1.832969122113831,0.3423866341310806,-0.3644547632813628,-0.312519335743174,-0.7355993519973991,-0.4586361215341819,0.4484087703059246
127,-1.176518181219153,-0.3815389436850697,0.7099295399502155,1.194182921046268,0.4793568960380105,-1.007884875642377,-1.183455520986151,0.2671897546105426,1.098458565609649,-0.4650318962401495
128,-0.4521400561481089,-0.27371393332231,0.1184323951227484,0.05614282330437248,0.2884820126241955,1.288429323666135,0.1888692524371318,-0.4479807385661587,-0.225093110605011,0.4471213354048792
129,1.37308786473702,-0.3472082968429807,-0.004696114679670793,0.386075765272454,1.277107306925544,0.8231636524415167,-0.1759089917157172,0.5404231837612331,1.065906104501638,1.226945020307197
130,-1.24081000239181,0.2724233325096101,-0.6437185058480205,0.179844631908936,0.4675163022731695,-0.3898221798017596,0.4654299671230636,-0.5495227869889471,0.6466861452392206,-0.8112415216783081
131,-0.2976596829866396,-0.8501749684463111,-1.131297614608854,0.9551610213766789,-0.4153741077230677,-0.5474208610922464,0.0182100423228534,0.5763452055126552,-0.2375764313779681,-0.07890826035730764
132,-0.9371532490225601,0.4119783886705435,1.455837334961352,-1.392197098004872,-0.258372244264758,-0.4765507210331792,1.166468452656916,-1.351910446373626,-0.4900577671371698,-0.09742324753101998
133,-0.6642102009039847,0.9469647740001681,-0.8754881722381984,-0.09357409812544609,-0.629900110610635,-0.4591002590890028,-0.1273602503344426,-0.9874117625812058,-0.7058554908677399,-0.6885603399046003
134,0.2162054387389254,0.3410162911078696,1.334687309814488,0.9973930134211981,0.5861471626395588,0.3333049187786145,-0.3693141521189013,-0.8066026521719265,-0.4521894912241068,0.2736942996384268
135,-0.6972963382531981,-0.4328720628229012,-0.8248036715293331,-0.2155927970657447,-0.6354016876907169,-0.5900153058786087,-0.0910458619565643,0.0254793670348066,0.7149429044097206,-0.2177774429339734
136,0.9648141244074294,-0.9454192756494441,0.513234544664443,-0.6679332821163813,-0.246837038967985,-0.2585819880555322,0.6724160250959912,0.5371539919475298,0.221266524084985,0.6077623760500611
137,1.203041890150194,1.238344839799752,-0.9343863342523674,-0.5072526990540881,0.8222773039631907,0.4888826089990012,-1.442706532760697,0.2003692868966901,-0.9162385525364223,0.8886349888756856
138,-1.857516242291243,-0.9942537803256221,0.3604763536751202,-0.3725932612916157,0.09506590980741911,-1.24417097269359,-0.6304384749005648,-0.4654208825590549,-0.2599463886473564,-1.076503996209649
139,-0.6792207203552255,0.546022771506271,-0.3932967417968248,-0.7096668796927187,0.8259992456226226,-0.4335754320051908,-0.6881682447826089,-2.368896508827863,-0.2376429376265538,-0.07880200488993522
140,-0.006198056047291171,0.4573025346103593,-0.3035246824057654,-0.1757606475191167,0.5849361448166446,-1.394264569144511,0.2752804084367714,-0.02254991805917856,-1.76470286875622,-0.09601266486879456
141,0.9843118905923994,-0.1059966125911529,0.5714368056076552,1.290016192328096,-0.8579191934759559,0.1701482484624158,0.5052475015336547,0.7138575372337504,-0.07379206176084044,0.2461500084917605
142,-0.2068163284848113,-0.05380395138674374,-0.2187340004254798,-0.3213127207921874,0.0748726450452376,-1.394945234875701,0.2375612739057144,2.300986188944395,0.7351334724607855,0.1442024158241623
143,0.06301890800355613,-1.389601795032612,-1.063551572155874,-0.311171955222995,0.8709264561750383,0.7909753256613481,-1.903943271102134,-0.2605489523683246,-0.03113508160574853,-0.7055631055838232
144,-0.7208124013789932,0.468634979312663,0.8136274293901279,0.5724074459028163,-0.7731578734582443,-0.8471269379710386,-1.116951567890864,-0.3276694300847039,0.4081084816598874,1.368382606959037
145,-0.8453622743694766,0.8768154733570437,-0.5358460645454628,0.2410181162692991,0.7166430637273409,-1.037188444848764,0.189728950274703,0.637078232470923,0.7684849120586177,1.885483324402519
146,1.107634107992013,-0.9199377365925777,0.364540183843994,-1.11202175035024,-0.08006282263332914,-0.3395642803956282,-0.449849182361113,-0.2536003982514911,-0.322755436291192,0.3888381190870135
